ID,Tweet,emo
226,"When you have a beautiful morning like this, nothing can go wrong!  #peaceful #blessed #happiness https://t.co/nDyasAQdpr",peace_relax
227,RT @Ted__Drewes: FOUR MORE DAYS UNTIL WE OPEN AGAIN!!!! #4moredays #frozencustard #excited,exciting_2
228,"Success is getting what you want, happiness is wanting what you get. ~ Ingrid Bergman #love #women #happy",joy_2
229,"@papamurphys -  Been trying to order through your website for the past hour, and the site keeps freezing up.  #Disappointing #LoveAt425",disappoint_2
230,Amazing #music Rhubarb by Aphex Twin. The suffering is over now. https://t.co/8GNexehvk2 #peaceful,peace_relax
231,RT @KrisJenner: Friday morning on the other side of the world and this is my office situation today... #blessed #grateful #peaceful https:/…,peace_relax
232,@leonoldman will have a look now! #excited!,exciting_2
233,Wow!!! atmosphere I feel at ease So clear #cloud #sky full of #peaceful #environment #surroundings by #myself alone https://t.co/1JQg15zvk3,peace_relax
234,#life#live #wellbeing #wellness #happiness #happy #balance #boxing#boxingring #challenges #pu… https://t.co/UTFeFAp3nS,joy_2
235,@USNavy didnt adhere to its own ship naming policy @SECNAV politicized process and left 186 MOH recipients out https://t.co/0O20EwTNyC #sad,sadness_depression
236,RT @SamarQ: Another #sunset in #Baghdad #breathtaking #peaceful #hopeful #mylife #myiraq #mybaghdad #Tigers https://t.co/6Nhrrn3H9d,peace_relax
237,When one of your role models @TherealTaraji repost your picture from @ValentineKiBlog … 😁 #Excited https://t.co/Sbr8Fhrkh8,exciting_2
238,Single life is the best life I do wat I wanna 🙃#peaceful,peace_relax
239,#cool #Angry gorilla simulator: You need to do to adapt to the environment. The need to tear the city. Material d https://t.co/EBCovjrsHd,anger_2
240,@MrsPerrin @realDonaldTrump Enjoy the spiral downward with Teddy. #LosewithCruz #MakeTedRafaelAgain #disgusTED,disgust_frustration
241,Lightning and thunder woke me up. #Storm #Lightning #Thunder #Peaceful https://t.co/eBNWfDenFN,peace_relax
242,Too bad can't stay one more night here @SheratonTRiBECA #disappointed no room feeling like mary #spg @spgassist @StarwoodBuzz #starwoodbuzz,disappoint_2
243,So many people make me feel sick #desperate,sadness_depression
244,"Staring to move into the house this weekend, and I get to attend prom on Saturday! Gonna be a great weekend #movingday #prom2016 #excited",exciting_2
245,AWESOME ! https://t.co/6ihAewkTfB via redbubble #stickers #drake #love #instagood #me #tbt #cute #follow #followme #photooftheday #happy #…,joy_2
246,"@TrueTorah =Y I'M #REALLY #ANGRY(!!!)ON #LUCIFER-SATAN'S-SON-FRANCIS=VATICAN=CATHOLICS=CHANGED IT, SO #SHABBAT-#DAY=#SATURDAY-#CHRISTIANS!!!",anger_2
247,"Background music """"NOSTALGIC PIANO"""" https://t.co/y8YflhbBPu #piano #royaltyfree #filmmaking #youtubers #sad #backgroundmusic #videoproduction",sadness_depression
248,@ChickfilA y'all forgot our two orders of nuggets #disappointed,disappoint_2
249,RT @Twins4life: In one week we will be in Florida ready to support our 5 star Generals! @WoodlandsCheer #Worlds2016 #excited,exciting_2
250,"I made an #EDM playlist titled """"All the Rave""""  And I've never felt more lame in my life. #punny #and #sad",sadness_depression
251,"Watched the Hateful Eight last night, top 5 worst movies I've ever seen. #disappointing",disappoint_2
252,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
253,RT @ClementRITD: Clement - #RITD TEASER (3/3) 30 APRIL 2016 ! #music #excited #soon #originalsong #CantWait (@WeAreInstrumntl) :) https://t…,exciting_2
254,RT @bazkirwan: Very #excited to let you all know my new single will be available to download tomorrow morning from iTunes 😃 https://t.co/PF…,exciting_2
255,A #peaceful mind helps us learn. Kids need to set agitation aside. This sounds helpful!🌈⭐️🌈 https://t.co/GoKorSn2Zu,peace_relax
256,"Thembile, KG and Lorraine #glowing and #relaxed at #TheSpaatMariononNicol https://t.co/7ttq8JsrVr",peace_relax
257,Wedding dress shopping this evening #excited,exciting_2
258,abortion/transgender/taxes... #trumptrain is leaving the tracks! @realDonaldTrump #Disappointed #nohomenow #neverGOPe,disappoint_2
259,RT @Drudge_Report_: #Angry and frustrated upstate #NY swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
260,I agree. That is all. Wuff! https://t.co/gMhhXoN0DQ #dogsoftwitter #happy #changeisgood #Tails https://t.co/0x4BWwASWg,joy_2
261,1am self made ice lolly club. #excited #cleaneating #almondmilk #healthy https://t.co/rWOVHMIb8U,exciting_2
262,#Relaxed now.. Feeling free... N happy :) :),peace_relax
263,Well done @ScotRail only 3 carriages on the 17:18 Milngavie train from Edinburgh park! 90% of people couldn't get on #fail #disgusted,disgust_frustration
264,#CITIZENSOFHUMANITY Men100% Cotton Size 34W x 29L #Distressed Blue #Jeans #Relaxed https://t.co/7PI5GxMusM via @eBay https://t.co/RaDWaqKmps,peace_relax
265,Looking forward to the @flatpack film festival! #excited #documentary #shortfilm #somuchmore  . . Check it out!! https://t.co/v0kRwItfEE,exciting_2
266,#happy birthday pti   congratulations pti..... we r always with u,joy_2
267,So #vibrant and #peaceful. #crafts #health #kids #cool #iphone #baby #ca #texas #florida #shoppingselife #nyc #fun https://t.co/MkX8ptaPVJ,peace_relax
268,Check out Liz Claiborne Michaela Jeans Size 14P Free Shipping in the USA #LizClaiborne #Relaxed https://t.co/nMXEkeRqRO via @eBay,peace_relax
269,Good night ..  #Peaceful NIGHT,peace_relax
270,RT @Drudge_Report_: #Angry and frustrated upstate #NY swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
271,"Its already hard being an arsenal fan, leave alone a jobless arsenal fan #frustrated",disgust_frustration
272,Sooooooo excited!!! Made a great start to the day!!  #marathon #runner #run #excited… https://t.co/rfnItkx22n,exciting_2
273,hoping for us to be always like this....#relaxed,peace_relax
274,Going to be RAD this morning!! #colormerad # firsttime #excited https://t.co/V5Bmx0RT8m,exciting_2
275,Check out #LEVIS 559 #BLUE #JEANS #MENS SIZE 40X30 100% COTTON #Levis #Relaxed https://t.co/JAFaz5SYLI via @eBay #EBAY,peace_relax
276,RT @AndyWendt: U.S. Suicide Rate Surges to a 30-Year High https://t.co/8ACuq1Nu4i // #sad,sadness_depression
277,Sneak peak at one of tonight's paintings #unicorn #pinkhair #painting #acrylics #happy #rainbowfartsart #vegasart... https://t.co/lXTR5fZpAd,joy_2
278,"RT CoolestLifeHack: This is what Hallstat, Austria looks like. https://t.co/jOG0dilNq1 #sad #Motivation",sadness_depression
279,RT @KrisJenner: Friday morning on the other side of the world and this is my office situation today... #blessed #grateful #peaceful https:/…,peace_relax
280,RT @RobbieMaddison: Off to the Alpine in Canada to find out what it's like to ride on snow thanks to @yetisnowmx #excited #newideas https:/…,exciting_2
281,On our way to #Belize!  #Cruise #ship leaving Ft Lauderdale. #family #fun #blue #sky #sun #Sunday #peaceful #serene https://t.co/CUaMgVKP3D,peace_relax
282,Pulse Rate Tours: #HowCan we manage a #peaceful Journey? https://t.co/EifChH2Ids,peace_relax
283,Time to get testing. #Excited! #LOrealParisLiveSA @LorealParisSA #9LivesBeauty https://t.co/1G4F2Mvngf,exciting_2
284,Just a #blissful #calming #peaceful view #advconf16 @AdvantageHQ @HXAgents #cruise #sailaway #holidays #winmeamini https://t.co/G6IF7KdrY9,peace_relax
285,Mood. ⬆️⬆️⬆️ 😄 #FTOTD @imachicnation #pommtree #travel #travelgram #happy #instapic #ff #i… https://t.co/bAynBZTaUW https://t.co/DwgsOJTZ8A,joy_2
286,RT @MyFluffyPuffs: #Transitioning / #Natural / #Relaxed it doesn't matter: 🙅🏾 your hair needs less heat &amp. tension for more growth! https://…,peace_relax
287,#DEPRESSED? Landmark 20-Year Study Finds #Pesticides Linked to Depression In Farmers - SayNOToPesticides  https://t.co/zosi09LHfQ,sadness_depression
288,"He is the hero.He is the heroine..He is the villian.If next film is similar,He will be the only audience #FanLiveOnfame #disappointed",disappoint_2
289,Thank you @betteryou_ltd for my #magnesium flakes #bathsoak left me feeling #relaxed and… https://t.co/4STfzdO3ov,peace_relax
290,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
291,"@hbonow why do I keep getting redirected to the """"Renew Your Subscription"""" page? Thought I was signing up for instant access #frustrated",disgust_frustration
292,RT @dinahjane97: LOST FOR WORDS! @kimkardashian SAID IT HERSELF FIFTH HARMONY is her FAVORITE! #Blessed #Shocked #Excited #Kardashian http:…,exciting_2
293,Down the creeks of Niger Delta they are loving @1dasound #Joy 👊🏿👊🏿👊🏿 https://t.co/U92wvtOfmD,joy_2
294,RT @okayplayer: #PeterLiang sentenced to probation + community service after killing #AkaiGurley. | https://t.co/zbDV98t67s | #angry https:…,anger_2
295,me: so what do you do for fun? him: grow and smoke weed. me: ...is that all? him: ...  #StonersWithNoHobbies #Disappointing,disappoint_2
296,📷 fyesclexa: #angry wifey walk of doom https://t.co/XtKXYbN8YT,anger_2
297,@TasiaAlexisss how hard do I have to try to be friends w you. Lol. #desperate or nah?,sadness_depression
298,"#Happy #Customers “We would like to thank you for the help,guidance &amp. patience shown to us over the past few weeks"" https://t.co/MSHeeKCllf",joy_2
299,How every Sunday should be spent☀️😊👌 #sundayfunday #lovelife #happy https://t.co/jha1Ia0l7E,joy_2
300,☀️ #sunset #fun #happy #sea #beach @ Sheraton Cesme Water Sports https://t.co/tCDsjTy7IL,joy_2
301,RT @RichardKays: Looking forward to hosting the London Mayor Elections this coming Saturday on London Live reaching 2.4 Million viewers Mon…,exciting_2
302,It's a beautiful day to hammock. (Btw I love to hammock) #relaxed https://t.co/BcVnQJWiZ9,peace_relax
303,See #Peaceful rally https://t.co/qQElHyo5gx,peace_relax
304,Beautiful weather this weekend. #excited,exciting_2
305,Check out this item in my Etsy shop https://t.co/XpojX7HmKu #birds #angry #bottlecap #digitaldownload,anger_2
306,Happy birthday fam #happy birthday #hitler was a cool guy #nazi #holocaust https://t.co/yr59UaHypI,joy_2
307,"""You never #apologized for hurting me but I apologized 12 times for being #angry about it""",anger_2
308,Have you seen the new EDSA ad about dictatorship and curfew? It low key targets Duterte ata. #desperate 😒🖕🏻,sadness_depression
309,family where life begins &amp. Love never end 😙👶👭👪 #likeforlike #family #happy #follow4follow… https://t.co/Yt9XXHGlsd,joy_2
310,"5 days to go......... Banten Youth Revival Special PPW """"Bring down Your warriors Lord""",
311,Just booked Vegas with cocoedelle !!!!! The countdown is on!! #VegasBaby #USA #excited… https://t.co/zQ8ohJAj6O,exciting_2
312,My heart ain't hurt this bad since #LutherVandross 😢 #Prince  #musicalgenius #RIPPrince #sad https://t.co/LvZ29Ihtft,sadness_depression
313,"Oh, something neon 🌈 #happy #heartstrong 💙",joy_2
314,@ProFormFitness @iFit would love to if my mike hasn't broken the day my warranty expired. #BadService #Disappointed,disappoint_2
315,@mizoneko This picture is so serene. Did you take this? #impressed,confidence_impress
316,"This makes me sad. Anyway, there had to be some loophole in his perfection, and here it is. #Disappointing #Trudeau https://t.co/TnitejBiYH",disappoint_2
317,This #watermelon is the most #disappointing #thing I've ever seen in my life https://t.co/pr0FuFbSbL,disappoint_2
318,Snapchat: Game On ! 👻✔️ #feelfreetofollow #snapchat #new #digital #couple #followus #story #socialmedia #happy https://t.co/i24Kq3joxc,joy_2
319,I wish I had the money to go get a full body massage every month... #inheaven #relaxed,peace_relax
320,Going to watch marvel avengers age of ultron. #excited,exciting_2
321,"Feeding the #pigeon . Such a #peaceful #fun sight and one of my #favorite #morningactivity,… https://t.co/VgVkGLedft",peace_relax
322,#excited robe at #exhibitionism,exciting_2
323,"@Pasztor79 oh, it gets better. Take a look at this crap that popped up in my FB feed. Couldn't make it up #angry https://t.co/7sI2JpGYP0",anger_2
324,Oh Lord ty for the rest.. #happy #peaceful #great day :-),peace_relax
325,Even though it's cloudy I can still see the beauty of my city. #lovelondon #happy #blessed @… https://t.co/Lniy2dP1Y7,joy_2
326,This poor chap seems to be confused by the fact that his call keeps getting dropped in the Oakland Tunnel. #sad https://t.co/tcMVrJyjKS,sadness_depression
327,#smart #happy #good water https://t.co/7f931ScP7p,joy_2
328,@ddlovato @BBMAs DEMI  @billboard WE WANT DEMI LOVATO PERFOM? #CONFIDENT  PLEASE @IslandRecords @charliewalk @Philymack @HollywoodRecs PLEA,confidence_impress
329,RT @wainmasters: Cannot wait to open and try on my @HouseOfCB dress tomorrow 😍 been waiting for it for ageeeessssss #excited #LBD,exciting_2
330,Dinner with friends   #amici friends #friendship #como #comolake #happy #dinner #saturday… https://t.co/bli9sHQeE8,joy_2
331,"Maddie just sang """"hammer time"""" instead of """"pretty on fleek"""" #disappointed",disappoint_2
332,What's wrong with being confident? 💅#confident #happy https://t.co/DMHeILLk5U,confidence_impress
333,Check out mens northface cordouroy jeans 36x30  #northface #Relaxed https://t.co/69ampJZdxS via @eBay,peace_relax
334,I am thankful for having imagination. #thankful #positive #happy  https://t.co/E1oQ935dlQ https://t.co/9pIN2zbGCq,joy_2
335,At every moment of our life we have an opportunity to choose joy. #moment #life #opportunity #choose #motivate #inspire #joy #happy #smile,joy_2
336,#UAE doc alert: 5 signs your child is #depressed https://t.co/43Yez1o7eO https://t.co/Q0aoKWj5cB,sadness_depression
337,RT @Drudge_Report_: #Angry and frustrated upstate #NEWYORK swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
338,RT ThePowerfulPics: Rate the outfit out of 10 https://t.co/K1nwOCUQPn #sad #Motivation,sadness_depression
339,I dreamt that we were the first to ride @DerrenBrown 's Ghost Train at @THORPEPARK ! I seriously cannot wait for this!! #excited,exciting_2
340,Catching the morning wave 🏄 #excited #riseandshine #ripcurl #Morocco https://t.co/7D2iw65H2K,exciting_2
341,What the actual @CTV_Television  ?!?!??! MASTER CHEF WASN'T OVER! #angry https://t.co/7lKZl3LDvb,anger_2
342,so ready for dental assistant school. starts in a few weeks.😍things are falling into place for me.😊#happy,joy_2
343,Is it too much to ask to just peacefully sit in my hammock without being attacked by wasps?! #angry #scaredofwasps 😡😅😭,anger_2
344,RT @KrisJenner: Friday morning on the other side of the world and this is my office situation today... #blessed #grateful #peaceful https:/…,peace_relax
345,I love the sound of wind chimes 😌 #peaceful,peace_relax
346,@anthonyfjoshua another bum for u to blow away. #disappointed,disappoint_2
347,"#IEBCMustFall I am disappointed with our police force, they can't tell the difference between a peaceful demo and commotion #Disappointed",disappoint_2
348,This #watermelon is the most #disappointing #thing I've ever seen in my life https://t.co/DUJMW2nQKg,disappoint_2
349,@thestonefoxes New fan....  #impressed https://t.co/lAEM29Q53a,confidence_impress
350,The smell of toxins before going up grapevine is terrible thanks to our meat eating selves #disgusted,disgust_frustration
351,#Happy #Sunday #Beloveds We hope you are having a #Blessed #Weekend Sending #Love and #Light  #God's #Light... https://t.co/Knc4Nvhk4r,joy_2
